Trace
Swept SA
A.14.10,N9010A
734310,-49.0953750610352
739880,-50.9441986083984
745450,-52.6650047302246
751020,-53.1576995849609
756590,-53.1414413452148
762160,-48.4203186035156
767730,-46.7587623596191
773300,-46.1991539001465
778870,-46.2485961914063
784440,-46.5191459655762
790010,-46.927619934082
795580,-47.0689697265625
801150,-47.1690902709961
806720,-47.2596397399902
812290,-46.5808486938477
817860,-45.8767471313477
823430,-45.6449127197266
829000,-45.6933135986328
834570,-45.5959205627441
840140,-44.9056930541992
845710,-43.7944602966309
851280,-42.748908996582
856850,-42.2635078430176
862420,-42.3063850402832
867990,-42.8013534545898
873560,-44.5826301574707
879130,-47.5133819580078
884700,-49.0723304748535
890270,-49.0627937316895
895840,-45.1415214538574
901410,-43.6727561950684
906980,-43.4934349060059
912550,-43.807445526123
918120,-46.0903968811035
923690,-49.5189743041992
929260,-50.1701469421387
934830,-50.1850318908691
940400,-47.6860771179199
945970,-46.0692024230957
951540,-44.7280044555664
957110,-43.9548034667969
962680,-43.9291954040527
968250,-44.2966651916504
973820,-46.340015411377
979390,-50.6314544677734
984960,-54.7686576843262
990530,-55.7568702697754
996100,-55.3725852966309
1001670,-55.2376174926758
1007240,-44.6434059143066
1012810,-40.7427825927734
1018380,-38.5934753417969
1023950,-38.0337791442871
1029520,-38.0903282165527
1035090,-39.2389221191406
1040660,-42.959056854248
1046230,-53.3782424926758
1051800,-50.8704376220703
1057370,-51.8251457214355
1062940,-50.8864974975586
1068510,-55.1806259155273
1074080,-49.9895629882813
1079650,-44.9086456298828
1085220,-40.768196105957
1090790,-38.1544151306152
1096360,-37.3168678283691
1101930,-38.5852012634277
1107500,-37.3965339660645
1113070,-43.1261863708496
1118640,-51.2143974304199
1124210,-52.6582527160645
1129780,-50.2985763549805
1135350,-49.8426475524902
1140920,-48.8399429321289
1146490,-46.422046661377
1152060,-43.6921653747559
1157630,-41.6586570739746
1163200,-40.8051071166992
1168770,-41.5583305358887
1174340,-40.8652763366699
1179910,-44.6128234863281
1185480,-43.1061248779297
1191050,-42.9900779724121
1196620,-37.7931671142578
1202190,-36.5633926391602
1207760,-36.0548896789551
1213330,-35.7864151000977
1218900,-35.5348434448242
1224470,-35.5326347351074
1230040,-35.7510261535645
1235610,-37.0491027832031
1241180,-39.7083053588867
1246750,-41.9358253479004
1252320,-40.9305038452148
1257890,-40.9061393737793
1263460,-38.7653579711914
1269030,-38.4817276000977
1274600,-38.5438766479492
1280170,-39.6655120849609
1285740,-42.3683052062988
1291310,-43.2050323486328
1296880,-41.4635391235352
1302450,-41.6398506164551
1308020,-44.6241455078125
1313590,-47.316722869873
1319160,-40.8849296569824
1324730,-38.2982521057129
1330300,-36.6280174255371
1335870,-35.9465408325195
1341440,-35.9638214111328
1347010,-36.4785079956055
1352580,-38.3815612792969
1358150,-42.0173950195313
1363720,-47.9263381958008
1369290,-49.9346389770508
1374860,-45.8731994628906
1380430,-45.7836112976074
1386000,-44.2695693969727
1391570,-40.8980331420898
1397140,-38.091552734375
1402710,-36.7169876098633
1408280,-36.6328430175781
1413850,-37.039119720459
1419420,-39.4269752502441
1424990,-45.0356712341309
1430560,-41.232364654541
1436130,-38.5243453979492
1441700,-37.1432952880859
1447270,-37.0161285400391
1452840,-37.2697715759277
1458410,-38.8822631835938
1463980,-42.8347473144531
1469550,-50.6067161560059
1475120,-44.3097496032715
1480690,-41.6573486328125
1486260,-40.3319206237793
1491830,-39.6345405578613
1497400,-39.1749229431152
1502970,-39.1077880859375
1508540,-39.2309951782227
1514110,-40.2800140380859
1519680,-43.0610694885254
1525250,-49.0583190917969
1530820,-48.025707244873
1536390,-47.8559379577637
1541960,-40.7768096923828
1547530,-38.7984275817871
1553100,-38.1338157653809
1558670,-38.8506164550781
1564240,-38.1810913085938
1569810,-40.8801498413086
1575380,-42.9392395019531
1580950,-43.6407737731934
1586520,-43.6253776550293
1592090,-43.7241439819336
1597660,-44.3001480102539
1603230,-45.1357078552246
1608800,-45.2512245178223
1614370,-44.9631233215332
1619940,-44.9874458312988
1625510,-45.495231628418
1631080,-44.8235015869141
1636650,-44.7938346862793
1642220,-44.1560897827148
1647790,-45.0334892272949
1653360,-47.8326416015625
1658930,-51.1245880126953
1664500,-47.5631713867188
1670070,-45.0706443786621
1675640,-44.0435104370117
1681210,-44.873607635498
1686780,-44.0810470581055
1692350,-46.6244354248047
1697920,-47.0343894958496
1703490,-47.0539512634277
1709060,-47.3167572021484
1714630,-48.056812286377
1720200,-49.1225204467773
1725770,-50.2145576477051
1731340,-48.8287506103516
1736910,-48.772289276123
1742480,-46.4922065734863
1748050,-45.8602294921875
1753620,-45.3393287658691
1759190,-45.9363098144531
1764760,-45.3592376708984
1770330,-50.410831451416
1775900,-52.368839263916
1781470,-52.1988639831543
1787040,-46.9248085021973
1792610,-46.6014862060547
1798180,-46.6916732788086
1803750,-47.5872116088867
1809320,-48.8519439697266
1814890,-50.1033706665039
1820460,-51.619815826416
1826030,-52.24365234375
1831600,-47.3762474060059
1837170,-44.541015625
1842740,-42.4878082275391
1848310,-41.4179954528809
1853880,-41.2608261108398
1859450,-41.358570098877
1865020,-42.1979217529297
1870590,-43.9102630615234
1876160,-46.6728630065918
1881730,-51.0112724304199
1887300,-59.9839973449707
1892870,-63.949836730957
1898440,-53.8662300109863
1904010,-49.7121810913086
1909580,-46.9489097595215
1915150,-45.6409530639648
1920720,-45.5138626098633
1926290,-45.7186660766602
1931860,-47.0188217163086
1937430,-49.5573768615723
1943000,-52.8904113769531
1948570,-56.6050987243652
1954140,-57.7206764221191
1959710,-57.5424957275391
1965280,-51.2231292724609
1970850,-50.1266212463379
1976420,-49.5929069519043
1981990,-48.8935241699219
1987560,-47.7820129394531
1993130,-46.7287368774414
1998700,-46.5562362670898
2004270,-46.871452331543
2009840,-50.2755165100098
2015410,-54.1941833496094
2020980,-48.9085006713867
2026550,-49.037712097168
2032120,-48.5495491027832
2037690,-55.7277870178223
2043260,-51.1539649963379
2048830,-51.0216598510742
2054400,-47.8160133361816
2059970,-47.8110733032227
2065540,-47.7967338562012
2071110,-46.6822242736816
2076680,-45.0234298706055
2082250,-43.5597114562988
2087820,-42.8414993286133
2093390,-42.8322563171387
2098960,-43.2085609436035
2104530,-44.3257141113281
2110100,-44.3916816711426
2115670,-44.3759536743164
2121240,-43.7630729675293
2126810,-43.818733215332
2132380,-44.1993064880371
2137950,-44.7998352050781
2143520,-45.4889297485352
2149090,-46.0838851928711
2154660,-46.0179443359375
2160230,-45.7311401367188
2165800,-45.7171592712402
2171370,-45.8516120910645
2176940,-46.5325508117676
2182510,-47.8050689697266
2188080,-49.351188659668
2193650,-50.7821846008301
2199220,-52.1182708740234
2204790,-52.0680961608887
2210360,-48.1671333312988
2215930,-47.3953590393066
2221500,-47.4079780578613
2227070,-48.1637840270996
2232640,-50.5148658752441
2238210,-55.4330368041992
2243780,-58.0887641906738
2249350,-57.9331588745117
2254920,-52.3928527832031
2260490,-51.6462669372559
2266060,-51.3458862304688
2271630,-50.0067672729492
2277200,-47.7735214233398
2282770,-45.7236976623535
2288340,-44.5531196594238
2293910,-44.3698501586914
2299480,-44.4601898193359
2305050,-45.1646614074707
2310620,-46.1023178100586
2316190,-46.945068359375
2321760,-47.7061309814453
2327330,-47.5901756286621
2332900,-46.9719276428223
2338470,-46.9592666625977
2344040,-46.2219657897949
2349610,-45.8049201965332
2355180,-45.5806312561035
2360750,-45.594970703125
2366320,-46.1169357299805
2371890,-47.7024040222168
2377460,-50.0497245788574
2383030,-52.1692047119141
2388600,-53.5694847106934
2394170,-55.2153930664063
2399740,-58.9370498657227
2405310,-59.8831481933594
2410880,-53.9160804748535
2416450,-51.9505195617676
2422020,-50.420280456543
2427590,-49.0330429077148
2433160,-47.8447875976563
2438730,-46.8399620056152
2444300,-46.0488891601563
2449870,-45.8595161437988
2455440,-45.9764137268066
2461010,-47.5945243835449
2466580,-53.1006355285645
2472150,-58.05859375
2477720,-53.7539253234863
2483290,-52.197509765625
2488860,-51.0492095947266
2494430,-50.1581993103027
2500000,-49.5796813964844
2505570,-49.9814872741699
2511140,-49.5583686828613
2516710,-53.8030395507813
2522280,-53.6185111999512
2527850,-53.388843536377
2533420,-45.5455322265625
2538990,-43.8572769165039
2544560,-43.5994911193848
2550130,-43.7762603759766
2555700,-45.5063362121582
2561270,-49.5143089294434
2566840,-54.786376953125
2572410,-56.4968872070313
2577980,-54.8479804992676
2583550,-53.9072914123535
2589120,-52.9821090698242
2594690,-52.2442512512207
2600260,-52.0264701843262
2605830,-51.9011611938477
2611400,-50.7153663635254
2616970,-48.8943519592285
2622540,-47.8103218078613
2628110,-48.466194152832
2633680,-47.7995758056641
2639250,-50.2722778320313
2644820,-48.7387199401855
2650390,-48.6760635375977
2655960,-46.5593338012695
2661530,-46.408748626709
2667100,-46.489803314209
2672670,-47.446231842041
2678240,-49.5688056945801
2683810,-51.8546028137207
2689380,-53.0441513061523
2694950,-53.1669998168945
2700520,-50.4684257507324
2706090,-49.8378448486328
2711660,-49.8641738891602
2717230,-51.3054313659668
2722800,-54.8006820678711
2728370,-55.6556663513184
2733940,-51.621208190918
2739510,-50.2145042419434
2745080,-49.7912445068359
2750650,-49.816535949707
2756220,-50.7405319213867
2761790,-53.3072509765625
2767360,-55.8925895690918
2772930,-55.8267784118652
2778500,-51.1039886474609
2784070,-49.0353851318359
2789640,-47.9564476013184
2795210,-48.3554153442383
2800780,-47.9100303649902
2806350,-51.0331268310547
2811920,-56.5515213012695
2817490,-61.4152641296387
2823060,-67.2702255249023
2828630,-69.6724853515625
2834200,-59.8780212402344
2839770,-59.093433380127
2845340,-59.3676986694336
2850910,-60.3680763244629
2856480,-56.8700752258301
2862050,-57.5150909423828
2867620,-56.8049697875977
2873190,-58.5010375976563
2878760,-54.0077667236328
2884330,-52.6748085021973
2889900,-52.5981864929199
2895470,-52.8768272399902
2901040,-51.043872833252
2906610,-48.5096244812012
2912180,-46.5024566650391
2917750,-45.5347137451172
2923320,-45.4851150512695
2928890,-45.8078804016113
2934460,-47.1941757202148
2940030,-49.1884078979492
2945600,-51.122745513916
2951170,-52.3876647949219
2956740,-52.0649948120117
2962310,-52.0540504455566
2967880,-51.9427871704102
2973450,-52.5848503112793
2979020,-53.2610855102539
2984590,-53.2951202392578
2990160,-52.0984115600586
2995730,-51.4956512451172
3001300,-50.6736183166504
3006870,-49.3570976257324
3012440,-47.756778717041
3018010,-46.3888854980469
3023580,-45.668586730957
3029150,-45.6028747558594
3034720,-45.7299423217773
3040290,-46.3537750244141
3045860,-47.0973052978516
3051430,-47.4342041015625
3057000,-47.1553268432617
3062570,-47.1057739257813
3068140,-47.2101287841797
3073710,-47.9278678894043
3079280,-48.9254608154297
3084850,-49.8351783752441
3090420,-51.5417556762695
3095990,-54.6718254089355
3101560,-53.7388954162598
3107130,-53.6797943115234
3112700,-53.0764541625977
3118270,-54.6460647583008
3123840,-53.3826141357422
3129410,-53.2884254455566
3134980,-51.1798286437988
3140550,-51.2418556213379
3146120,-51.1569175720215
3151690,-51.1154937744141
3157260,-49.894645690918
3162830,-50.0957336425781
3168400,-52.1440277099609
3173970,-56.4958915710449
3179540,-56.9169273376465
3185110,-56.8092651367188
3190680,-51.6691246032715
3196250,-50.0780372619629
3201820,-49.7005271911621
3207390,-49.7575874328613
3212960,-50.9629249572754
3218530,-53.9143981933594
3224100,-56.3208541870117
3229670,-56.2790832519531
3235240,-54.4460334777832
3240810,-54.1733131408691
3246380,-53.5227241516113
3251950,-52.2921333312988
3257520,-51.4105949401855
3263090,-51.7955055236816
3268660,-51.366397857666
3274230,-54.4117050170898
3279800,-54.9543685913086
3285370,-54.8019676208496
3290940,-49.0060081481934
3296510,-48.177173614502
3302080,-48.18408203125
3307650,-48.9567565917969
3313220,-50.5255241394043
3318790,-51.5484962463379
3324360,-51.7030296325684
3329930,-52.1576385498047
3335500,-55.2353553771973
3341070,-59.4916687011719
3346640,-52.5160903930664
3352210,-50.3778038024902
3357780,-49.7049980163574
3363350,-49.696891784668
3368920,-49.9212226867676
3374490,-50.6897506713867
3380060,-52.0553398132324
3385630,-54.2729988098145
3391200,-57.6809196472168
3396770,-62.0505256652832
3402340,-66.4014511108398
3407910,-69.2783126831055
3413480,-58.455638885498
3419050,-53.157527923584
3424620,-49.7680473327637
3430190,-48.1449203491211
3435760,-47.8185653686523
3441330,-47.8366012573242
3446900,-48.2215766906738
3452470,-48.8273277282715
3458040,-49.6748504638672
3463610,-51.2500457763672
3469180,-54.184211730957
3474750,-57.3477058410645
3480320,-55.2260513305664
3485890,-55.1242027282715
3491460,-51.3900718688965
3497030,-50.5387191772461
3502600,-50.3707275390625
3508170,-50.4258499145508
3513740,-51.2685089111328
3519310,-53.2485656738281
3524880,-51.942310333252
3530450,-51.838752746582
3536020,-48.9689979553223
3541590,-49.8208923339844
3547160,-48.978702545166
3552730,-52.6099586486816
3558300,-56.8188438415527
3563870,-60.3715400695801
3569440,-61.378833770752
3575010,-61.4399490356445
3580580,-58.3290405273438
3586150,-56.0033378601074
3591720,-54.9868507385254
3597290,-55.4933738708496
3602860,-54.9814186096191
3608430,-56.7092895507813
3614000,-56.5323791503906
3619570,-56.5552597045898
3625140,-56.4016380310059
3630710,-58.4303131103516
3636280,-61.0016326904297
3641850,-60.9031600952148
3647420,-56.204475402832
3652990,-55.5360946655273
3658560,-55.5580749511719
3664130,-56.6016159057617
3669700,-55.0017929077148
3675270,-54.880672454834
3680840,-51.6225090026855
3686410,-53.2653999328613
3691980,-51.6468505859375
3697550,-57.1000061035156
3703120,-56.233226776123
3708690,-56.157096862793
3714260,-52.6337242126465
3719830,-50.8977012634277
3725400,-49.4205551147461
3730970,-48.4829444885254
3736540,-48.3010025024414
3742110,-48.3857116699219
3747680,-49.4243392944336
3753250,-51.7986145019531
3758820,-55.1392517089844
3764390,-58.0849266052246
3769960,-59.8947257995605
3775530,-60.274772644043
3781100,-57.8878479003906
3786670,-56.2791366577148
3792240,-54.6105461120605
3797810,-53.0212440490723
3803380,-51.8665199279785
3808950,-51.5965232849121
3814520,-51.6872520446777
3820090,-53.0887489318848
3825660,-56.3421287536621
3831230,-60.1645889282227
3836800,-61.0086097717285
3842370,-60.7867240905762
3847940,-50.643741607666
3853510,-47.3050193786621
3859080,-45.5608367919922
3864650,-45.1973991394043
3870220,-45.2436637878418
3875790,-46.0487098693848
3881360,-47.5169067382813
3886930,-49.2012252807617
3892500,-50.9959259033203
3898070,-53.512866973877
3903640,-57.866138458252
3909210,-60.2275619506836
3914780,-57.9499053955078
3920350,-59.5758285522461
3925920,-57.9628677368164
3931490,-63.9650459289551
3937060,-62.4710083007813
3942630,-62.3919219970703
3948200,-60.1794891357422
3953770,-60.1089248657227
3959340,-60.0126953125
3964910,-57.743465423584
3970480,-54.6571197509766
3976050,-52.3039016723633
3981620,-51.2995491027832
3987190,-51.7015991210938
3992760,-51.2787551879883
3998330,-53.4572601318359
4003900,-56.5072746276855
4009470,-58.5986785888672
4015040,-54.5652923583984
4020610,-53.412353515625
4026180,-53.400707244873
4031750,-54.2038192749023
4037320,-56.756965637207
4042890,-59.9382781982422
4048460,-63.8877067565918
4054030,-64.2281799316406
4059600,-55.7756462097168
4065170,-53.0995750427246
4070740,-52.2007522583008
4076310,-53.1071662902832
4081880,-52.2083168029785
4087450,-55.2534790039063
4093020,-55.311653137207
4098590,-55.2827377319336
4104160,-54.9171752929688
4109730,-55.457332611084
4115300,-56.6419868469238
4120870,-58.2954330444336
4126440,-59.4707336425781
4132010,-59.4005432128906
4137580,-55.1453094482422
4143150,-53.8047332763672
4148720,-53.4196395874023
4154290,-53.4240379333496
4159860,-53.814037322998
4165430,-54.8967399597168
4171000,-57.138614654541
4176570,-60.6135177612305
4182140,-57.6767501831055
4187710,-55.6589202880859
4193280,-54.5615844726563
4198850,-54.2883415222168
4204420,-54.3035163879395
4209990,-54.8325805664063
4215560,-56.139087677002
4221130,-57.9781379699707
4226700,-58.0694618225098
4232270,-58.0091705322266
4237840,-56.6015434265137
4243410,-56.7425918579102
4248980,-56.5959701538086
4254550,-56.5216407775879
4260120,-52.8710136413574
4265690,-52.2990951538086
4271260,-52.3125839233398
4276830,-53.337532043457
4282400,-56.567325592041
4287970,-68.920524597168
4293540,-64.9891738891602
4299110,-65.1479949951172
4304680,-61.8556938171387
4310250,-61.4951553344727
4315820,-60.6930122375488
4321390,-59.2696762084961
4326960,-58.3275680541992
4332530,-59.3796234130859
4338100,-58.3201026916504
4343670,-66.7758255004883
4349240,-62.9920845031738
4354810,-62.8872489929199
4360380,-61.4560623168945
4365950,-60.7688903808594
4371520,-59.7722854614258
4377090,-59.038444519043
4382660,-58.202751159668
4388230,-57.4440116882324
4393800,-57.3725357055664
4399370,-57.8017272949219
4404940,-60.8105010986328
4410510,-66.3078918457031
4416080,-61.7201461791992
4421650,-59.5759315490723
4427220,-58.3086700439453
4432790,-57.7815361022949
4438360,-57.770622253418
4443930,-57.9851608276367
4449500,-58.3481826782227
4455070,-58.2890357971191
4460640,-58.3869285583496
4466210,-59.7543907165527
4471780,-64.9694595336914
4477350,-65.6325302124023
4482920,-57.8384552001953
4488490,-56.3666229248047
4494060,-56.3571701049805
4499630,-57.702808380127
4505200,-64.4960556030273
4510770,-65.0020294189453
4516340,-57.4908866882324
4521910,-55.6745872497559
4527480,-55.0858764648438
4533050,-55.053035736084
4538620,-55.0948219299316
4544190,-55.2952003479004
4549760,-55.9317207336426
4555330,-57.4724082946777
4560900,-59.8931694030762
4566470,-62.207405090332
4572040,-64.1414642333984
4577610,-68.293586730957
4583180,-68.9518203735352
4588750,-68.7128677368164
4594320,-60.1668128967285
4599890,-57.5947036743164
4605460,-56.1343460083008
4611030,-55.8036193847656
4616600,-55.8561668395996
4622170,-56.8159980773926
4627740,-58.6310157775879
4633310,-60.2967567443848
4638880,-59.864917755127
4644450,-59.7735939025879
4650020,-54.4126853942871
4655590,-52.441463470459
4661160,-51.8385543823242
4666730,-53.1155166625977
4672300,-51.867301940918
4677870,-56.7143173217773
4683440,-58.725170135498
4689010,-58.8600234985352
4694580,-58.5727081298828
4700150,-62.107349395752
4705720,-67.2155456542969
4711290,-67.0868072509766
4716860,-63.6912040710449
4722430,-63.6891746520996
4728000,-64.0991897583008
4733570,-64.6250381469727
4739140,-65.3335800170898
4744710,-67.0465850830078
4750280,-69.4966049194336
4755850,-71.4980239868164
4761420,-69.256103515625
4766990,-69.1132888793945
4772560,-62.6614379882813
4778130,-60.5594329833984
4783700,-59.1547927856445
4789270,-57.9141883850098
4794840,-56.8088531494141
4800410,-56.001277923584
4805980,-55.5241088867188
4811550,-55.3073806762695
4817120,-55.2391395568848
4822690,-55.2431945800781
4828260,-55.5488929748535
4833830,-56.8598327636719
4839400,-59.4792213439941
4844970,-61.7160911560059
4850540,-62.8715171813965
4856110,-64.8836898803711
4861680,-64.2929458618164
4867250,-64.1702117919922
4872820,-59.8919906616211
4878390,-59.5398979187012
4883960,-59.6628227233887
4889530,-61.3204345703125
4895100,-62.2277946472168
4900670,-62.1073570251465
4906240,-57.0477485656738
4911810,-56.0238952636719
4917380,-55.9632987976074
4922950,-56.1405982971191
4928520,-56.3684234619141
4934090,-56.1243286132813
4939660,-56.1243476867676
4945230,-56.5091972351074
4950800,-58.178394317627
4956370,-61.8658561706543
4961940,-67.5762405395508
4967510,-69.8736038208008
4973080,-62.2444267272949
4978650,-58.0616989135742
4984220,-55.2947044372559
4989790,-53.9978713989258
4995360,-53.823673248291
5000930,-53.9223785400391
5006500,-54.7520065307617
5012070,-56.2751159667969
5017640,-58.1643981933594
5023210,-60.0521202087402
5028780,-62.290470123291
5034350,-64.2465972900391
5039920,-62.9210815429688
5045490,-62.872142791748
5051060,-62.3987045288086
5056630,-63.1614151000977
5062200,-61.2426795959473
5067770,-61.1361808776855
5073340,-57.0856552124023
5078910,-56.2460098266602
5084480,-56.212574005127
5090050,-56.6168403625488
5095620,-58.5752258300781
5101190,-62.0558624267578
5106760,-61.9166679382324
5112330,-61.836555480957
5117900,-60.0452613830566
5123470,-60.2038154602051
5129040,-62.351863861084
5134610,-67.6540374755859
5140180,-66.4092712402344
5145750,-66.2925796508789
5151320,-62.9292373657227
5156890,-62.7853240966797
5162460,-62.9275093078613
5168030,-63.6830978393555
5173600,-64.3484954833984
5179170,-64.4354629516602
5184740,-62.839241027832
5190310,-61.5539894104004
5195880,-60.6318054199219
5201450,-60.4528617858887
5207020,-60.5444641113281
5212590,-61.6187629699707
5218160,-64.0419387817383
5223730,-65.7335205078125
5229300,-62.2488174438477
5234870,-60.7007446289063
5240440,-60.2512054443359
5246010,-61.0020484924316
5251580,-60.267951965332
5257150,-62.9771881103516
5262720,-66.2749557495117
5268290,-76.9569702148438
5273860,-72.04248046875
5279430,-71.8323593139648
5285000,-64.4214553833008
