Trace
Swept SA
A.14.10,N9010A
734310,-44.5325012207031
739880,-43.3865737915039
745450,-42.167049407959
751020,-40.7036743164063
756590,-39.1706008911133
762160,-38.0366477966309
767730,-37.8017196655273
773300,-37.9503746032715
778870,-39.5306205749512
784440,-43.0447044372559
790010,-44.1979789733887
795580,-42.9453582763672
801150,-43.4520874023438
806720,-48.0114364624023
812290,-48.6830825805664
817860,-43.03515625
823430,-42.7271270751953
829000,-43.0336456298828
834570,-44.6987380981445
840140,-44.3389282226563
845710,-44.3332366943359
851280,-41.7996406555176
856850,-40.3470878601074
862420,-38.8140640258789
867990,-37.4983444213867
873560,-36.6440505981445
879130,-36.3693618774414
884700,-36.4184989929199
890270,-36.8606605529785
895840,-38.2416229248047
901410,-40.7277641296387
906980,-42.9756507873535
912550,-42.9802322387695
918120,-41.6985626220703
923690,-41.7452163696289
929260,-41.7277793884277
934830,-41.2575340270996
940400,-40.7278671264648
945970,-40.574161529541
951540,-40.6627006530762
957110,-41.7359504699707
962680,-44.4042167663574
968250,-47.8426284790039
973820,-46.8057098388672
979390,-46.6835441589355
984960,-39.7987899780273
990530,-37.9065399169922
996100,-37.5385780334473
1001670,-37.6904945373535
1007240,-39.5930671691895
1012810,-46.4454040527344
1018380,-48.2152404785156
1023950,-48.0769233703613
1029520,-41.6222991943359
1035090,-39.9673957824707
1040660,-39.7131881713867
1046230,-39.9228515625
1051800,-41.801441192627
1057370,-45.1281623840332
1062940,-43.4587059020996
1068510,-43.371883392334
1074080,-38.6605110168457
1079650,-37.5010681152344
1085220,-37.2750968933105
1090790,-37.3396453857422
1096360,-37.893741607666
1101930,-38.6645011901855
1107500,-39.2025604248047
1113070,-39.6307563781738
1118640,-40.3090591430664
1124210,-41.203254699707
1129780,-40.2981910705566
1135350,-40.2729721069336
1140920,-39.2072944641113
1146490,-39.8307952880859
1152060,-42.4264678955078
1157630,-42.7261009216309
1163200,-40.8875160217285
1168770,-41.0817527770996
1174340,-42.7459373474121
1179910,-43.2997055053711
1185480,-40.5140953063965
1191050,-39.6742401123047
1196620,-39.5556526184082
1202190,-39.6428871154785
1207760,-40.2259292602539
1213330,-41.0179023742676
1218900,-40.5478630065918
1224470,-40.5308837890625
1230040,-38.3337249755859
1235610,-37.9408416748047
1241180,-37.9691390991211
1246750,-38.207160949707
1252320,-38.5989227294922
1257890,-39.000602722168
1263460,-39.8413543701172
1269030,-41.1476173400879
1274600,-41.9048080444336
1280170,-41.9115753173828
1285740,-40.5817184448242
1291310,-40.3999786376953
1296880,-40.4310836791992
1302450,-40.3461685180664
1308020,-39.995964050293
1313590,-39.7933044433594
1319160,-39.8159294128418
1324730,-39.8687057495117
1330300,-39.3304481506348
1335870,-38.7554779052734
1341440,-38.6887969970703
1347010,-38.803092956543
1352580,-39.2694129943848
1358150,-39.0941696166992
1363720,-38.7531661987305
1369290,-38.7439727783203
1374860,-38.9087715148926
1380430,-39.7062568664551
1386000,-41.1037788391113
1391570,-42.7763633728027
1397140,-43.8820266723633
1402710,-43.8819999694824
1408280,-42.8384780883789
1413850,-42.8669128417969
1419420,-43.3787727355957
1424990,-43.8687133789063
1430560,-41.3194389343262
1436130,-40.3428115844727
1441700,-40.3067512512207
1447270,-40.684154510498
1452840,-42.0930938720703
1458410,-43.5485382080078
1463980,-44.2932472229004
1469550,-44.6560897827148
1475120,-45.1944923400879
1480690,-46.1028289794922
1486260,-45.7989730834961
1491830,-45.7756462097168
1497400,-44.6233177185059
1502970,-44.6860160827637
1508540,-45.3549957275391
1514110,-46.3355979919434
1519680,-46.9599990844727
1525250,-46.6256675720215
1530820,-46.0929565429688
1536390,-46.0848960876465
1541960,-44.4852638244629
1547530,-44.4131965637207
1553100,-44.720401763916
1558670,-46.0824890136719
1564240,-44.5235557556152
1569810,-44.4634323120117
1575380,-42.6103744506836
1580950,-42.6557426452637
1586520,-43.5973892211914
1592090,-46.1824531555176
1597660,-53.6840133666992
1603230,-56.0542640686035
1608800,-47.2671585083008
1614370,-44.4764404296875
1619940,-42.861888885498
1625510,-42.1871643066406
1631080,-42.1599464416504
1636650,-42.3417472839355
1642220,-43.1749420166016
1647790,-44.7038459777832
1653360,-47.0567398071289
1658930,-50.0439262390137
1664500,-51.6378059387207
1670070,-51.5779304504395
1675640,-46.3004570007324
1681210,-43.8675804138184
1686780,-42.334888458252
1692350,-41.8703079223633
1697920,-41.8961982727051
1703490,-42.6216888427734
1709060,-44.4152984619141
1714630,-46.5050163269043
1720200,-47.7635307312012
1725770,-48.2087287902832
1731340,-48.3747177124023
1736910,-48.7007637023926
1742480,-49.9192237854004
1748050,-53.2716941833496
1753620,-54.6703262329102
1759190,-54.6088027954102
1764760,-53.4844017028809
1770330,-54.0804100036621
1775900,-51.7227745056152
1781470,-51.6149940490723
1787040,-47.4044990539551
1792610,-47.2094535827637
1798180,-47.5779724121094
1803750,-50.6876945495605
1809320,-60.2385292053223
1814890,-60.1301879882813
1820460,-58.5212707519531
1826030,-61.5039024353027
1831600,-56.6823654174805
1837170,-54.1169090270996
1842740,-52.9577751159668
1848310,-51.5544357299805
1853880,-49.4155349731445
1859450,-47.3402976989746
1865020,-45.6016120910645
1870590,-44.1069602966309
1876160,-42.9263114929199
1881730,-42.3069000244141
1887300,-42.2751617431641
1892870,-42.4905662536621
1898440,-43.6077346801758
1904010,-45.7658271789551
1909580,-47.4216041564941
1915150,-47.3661231994629
1920720,-43.6930694580078
1926290,-42.7526817321777
1931860,-42.6798515319824
1937430,-42.907039642334
1943000,-44.1813774108887
1948570,-46.6645774841309
1954140,-50.4678115844727
1959710,-55.2186851501465
1965280,-58.5972747802734
1970850,-58.6241874694824
1976420,-55.5194358825684
1981990,-55.7965354919434
1987560,-55.370735168457
1993130,-65.9582672119141
1998700,-59.3616752624512
2004270,-59.170768737793
2009840,-54.6525802612305
2015410,-53.5512275695801
2020980,-51.6117057800293
2026550,-49.9240074157715
2032120,-49.4156341552734
2037690,-50.9231224060059
2043260,-49.4839935302734
2048830,-55.4741363525391
2054400,-52.4278678894043
2059970,-50.1333274841309
2065540,-48.8610649108887
2071110,-48.3965110778809
2076680,-48.2506408691406
2082250,-47.9103393554688
2087820,-46.9293479919434
2093390,-45.4367256164551
2098960,-44.1088523864746
2104530,-43.4666290283203
2110100,-43.4455223083496
2115670,-43.6661376953125
2121240,-44.575511932373
2126810,-46.2008514404297
2132380,-48.8422584533691
2137950,-52.5129508972168
2143520,-52.9377098083496
2149090,-52.8570594787598
2154660,-49.2816925048828
2160230,-48.9801177978516
2165800,-49.0936393737793
2171370,-50.4090423583984
2176940,-52.4987297058105
2182510,-53.4952507019043
2188080,-53.9894752502441
2193650,-56.1660499572754
2199220,-57.2136993408203
2204790,-57.1246528625488
2210360,-53.4079475402832
2215930,-51.3526000976563
2221500,-49.2357711791992
2227070,-47.5946884155273
2232640,-46.5498504638672
2238210,-46.2038879394531
2243780,-46.2279319763184
2249350,-47.1327743530273
2254920,-50.7500953674316
2260490,-59.4394607543945
2266060,-55.360652923584
2271630,-56.8662376403809
2277200,-55.3155975341797
2282770,-58.9668388366699
2288340,-52.7669143676758
2293910,-51.2347640991211
2299480,-51.1011962890625
2305050,-51.2723388671875
2310620,-51.149543762207
2316190,-50.7507019042969
2321760,-50.7692985534668
2327330,-51.7518844604492
2332900,-53.9721183776855
2338470,-54.3979415893555
2344040,-51.0079689025879
2349610,-50.1213417053223
2355180,-50.1232948303223
2360750,-50.9897193908691
2366320,-53.9762115478516
2371890,-54.718921661377
2377460,-49.7908325195313
2383030,-48.976978302002
2388600,-49.0035018920898
2394170,-50.5281257629395
2399740,-54.348518371582
2405310,-55.1095848083496
2410880,-51.7205543518066
2416450,-51.2414817810059
2422020,-51.1775207519531
2427590,-50.7247848510742
2433160,-50.3202018737793
2438730,-50.3315048217773
2444300,-51.1264381408691
2449870,-53.5531959533691
2455440,-50.3037185668945
2461010,-48.0602188110352
2466580,-47.3187141418457
2472150,-48.8348846435547
2477720,-47.3609237670898
2483290,-53.3551368713379
2488860,-55.2140274047852
2494430,-55.1836585998535
2500000,-52.7913436889648
2505570,-50.8623428344727
2511140,-49.3010330200195
2516710,-48.2294731140137
2522280,-47.2301750183105
2527850,-46.0621223449707
2533420,-44.9538917541504
2538990,-44.3291893005371
2544560,-44.3030853271484
2550130,-44.5723724365234
2555700,-45.7714462280273
2561270,-47.609546661377
2566840,-49.2959976196289
2572410,-50.0549087524414
2577980,-49.0512886047363
2583550,-48.9961166381836
2589120,-45.4275932312012
2594690,-43.9107284545898
2600260,-43.1425094604492
2605830,-43.0848388671875
2611400,-43.2650299072266
2616970,-44.2078628540039
2622540,-45.9172248840332
2628110,-48.6349029541016
2633680,-53.6981163024902
2639250,-59.8380661010742
2644820,-54.7562103271484
2650390,-52.351863861084
2655960,-50.7638053894043
2661530,-49.4913520812988
2667100,-48.2522926330566
2672670,-47.4003639221191
2678240,-47.3320693969727
2683810,-47.7201042175293
2689380,-50.1675758361816
2694950,-55.0554313659668
2700520,-56.3141021728516
2706090,-56.9367752075195
2711660,-56.3123741149902
2717230,-59.9141731262207
2722800,-60.7046661376953
2728370,-60.6088218688965
2733940,-58.9098320007324
2739510,-60.5017700195313
2745080,-62.751392364502
2750650,-62.5691070556641
2756220,-55.5529708862305
2761790,-52.5212440490723
2767360,-50.064022064209
2772930,-48.7231864929199
2778500,-48.6052513122559
2784070,-49.0004005432129
2789640,-51.7822952270508
2795210,-60.8063316345215
2800780,-54.8861198425293
2806350,-51.5260314941406
2811920,-49.4836883544922
2817490,-48.7598762512207
2823060,-48.766056060791
2828630,-49.494457244873
2834200,-52.1236991882324
2839770,-58.2623329162598
2845340,-64.2337799072266
2850910,-67.3814849853516
2856480,-61.1569519042969
2862050,-56.1630973815918
2867620,-53.3561859130859
2873190,-52.8621673583984
2878760,-53.0934791564941
2884330,-55.7379760742188
2889900,-56.828311920166
2895470,-56.7407722473145
2901040,-55.0718574523926
2906610,-55.7640419006348
2912180,-60.5230522155762
2917750,-62.8859214782715
2923320,-58.596866607666
2928890,-57.9190521240234
2934460,-57.30029296875
2940030,-56.8307762145996
2945600,-56.8051528930664
2951170,-56.8906745910645
2956740,-56.4132919311523
2962310,-55.7368507385254
2967880,-55.0984725952148
2973450,-54.7974815368652
2979020,-54.808219909668
2984590,-55.4968681335449
2990160,-58.107349395752
2995730,-59.387580871582
3001300,-52.6188087463379
3006870,-49.985279083252
3012440,-48.8436584472656
3018010,-48.8005485534668
3023580,-49.2246589660645
3029150,-50.8631248474121
3034720,-52.4004936218262
3040290,-52.3448295593262
3045860,-48.1624183654785
3051430,-46.4040756225586
3057000,-45.3143196105957
3062570,-44.7617530822754
3068140,-44.6235427856445
3073710,-44.6423492431641
3079280,-45.0933952331543
3084850,-46.5107879638672
3090420,-49.4885025024414
3095990,-53.8671607971191
3101560,-53.4792251586914
3107130,-53.3804740905762
3112700,-49.0795631408691
3118270,-47.9304237365723
3123840,-47.7911682128906
3129410,-47.9994087219238
3134980,-49.4818687438965
3140550,-52.1825752258301
3146120,-54.7930679321289
3151690,-55.741340637207
3157260,-53.6878395080566
3162830,-52.3643455505371
3168400,-51.7319793701172
3173970,-51.7231063842773
3179540,-52.0881614685059
3185110,-53.3884696960449
3190680,-55.3076095581055
3196250,-57.020694732666
3201820,-57.203727722168
3207390,-57.1807136535645
3212960,-56.6196784973145
3218530,-57.0039978027344
3224100,-58.7667198181152
3229670,-58.966739654541
3235240,-52.5109519958496
3240810,-49.3818664550781
3246380,-47.130500793457
3251950,-45.868034362793
3257520,-45.6045722961426
3263090,-45.6691703796387
3268660,-46.7421035766602
3274230,-49.7485389709473
3279800,-54.9279365539551
3285370,-55.4814605712891
3290940,-52.2145576477051
3296510,-52.0395622253418
3302080,-52.2175102233887
3307650,-53.4877586364746
3313220,-55.3449592590332
3318790,-55.4800796508789
3324360,-50.5376281738281
3329930,-48.094669342041
3335500,-46.5247650146484
3341070,-46.0533828735352
3346640,-46.0725555419922
3352210,-46.9616737365723
3357780,-49.5121879577637
3363350,-54.4805603027344
3368920,-63.3532867431641
3374490,-63.174877166748
3380060,-53.6219100952148
3385630,-50.4347114562988
3391200,-49.0449638366699
3396770,-48.9566535949707
3402340,-49.2158432006836
3407910,-50.2781219482422
3413480,-52.2383422851563
3419050,-58.6743392944336
3424620,-54.3371429443359
3430190,-54.1585235595703
3435760,-48.3993225097656
3441330,-47.4914131164551
3446900,-47.4620056152344
3452470,-47.762996673584
3458040,-48.7978820800781
3463610,-50.0900840759277
3469180,-51.1987915039063
3474750,-51.8332290649414
3480320,-51.9685211181641
3485890,-51.9918441772461
3491460,-52.2989158630371
3497030,-53.0265693664551
3502600,-53.8062973022461
3508170,-53.9951362609863
3513740,-51.7746315002441
3519310,-50.1232032775879
3524880,-49.002758026123
3530450,-48.7763633728027
3536020,-48.8352737426758
3541590,-49.4158401489258
3547160,-50.0243759155273
3552730,-50.3771095275879
3558300,-50.7826919555664
3563870,-51.6438446044922
3569440,-53.0740776062012
3575010,-54.1497688293457
3580580,-52.5401191711426
3586150,-51.7211227416992
3591720,-51.6616821289063
3597290,-52.004940032959
3602860,-53.972282409668
3608430,-57.809383392334
3614000,-57.6931190490723
3619570,-57.5978240966797
3625140,-53.5880317687988
3630710,-52.2029113769531
3636280,-51.799690246582
3641850,-51.8535995483398
3647420,-53.1755180358887
3652990,-56.3454246520996
3658560,-60.1582679748535
3664130,-63.7495231628418
3669700,-59.198486328125
3675270,-56.58251953125
3680840,-55.7189140319824
3686410,-55.7221527099609
3691980,-56.0627899169922
3697550,-56.3544273376465
3703120,-56.5356559753418
3708690,-57.2346496582031
3714260,-58.6092338562012
3719830,-60.1983795166016
3725400,-61.7074279785156
3730970,-63.853199005127
3736540,-66.7243194580078
3742110,-66.7320556640625
3747680,-64.5349273681641
3753250,-65.3799514770508
3758820,-64.5713195800781
3764390,-64.941291809082
3769960,-58.7067756652832
3775530,-56.0275459289551
3781100,-54.5074806213379
3786670,-54.0478439331055
3792240,-54.05078125
3797810,-54.3584632873535
3803380,-55.1551475524902
3808950,-56.335880279541
3814520,-58.044490814209
3820090,-61.1501655578613
3825660,-61.8581619262695
3831230,-61.6736259460449
3836800,-54.4748878479004
3842370,-52.4679718017578
3847940,-51.4219741821289
3853510,-51.1067657470703
3859080,-51.1126327514648
3864650,-51.56396484375
3870220,-53.1744689941406
3875790,-56.9322814941406
3881360,-58.5917320251465
3886930,-58.4669151306152
3892500,-53.7053527832031
3898070,-53.1085929870605
3903640,-53.1361122131348
3909210,-54.538932800293
3914780,-59.1635093688965
3920350,-62.9468650817871
3925920,-61.2530479431152
3931490,-63.0445442199707
3937060,-61.3491439819336
3942630,-67.2478942871094
3948200,-62.6595649719238
3953770,-58.6854095458984
3959340,-55.8183326721191
3964910,-53.6711654663086
3970480,-51.9103775024414
3976050,-50.6899070739746
3981620,-50.1551399230957
3987190,-50.103931427002
3992760,-50.1428985595703
3998330,-50.322566986084
4003900,-50.5760841369629
4009470,-51.0674858093262
4015040,-51.9499359130859
4020610,-52.9863090515137
4026180,-53.6269454956055
4031750,-53.7746620178223
4037320,-54.1237297058105
4042890,-55.7921180725098
4048460,-60.2880973815918
4054030,-64.9442138671875
4059600,-65.4090728759766
4065170,-65.8941268920898
4070740,-61.8971519470215
4076310,-59.5817985534668
4081880,-58.9433975219727
4087450,-61.2561988830566
4093020,-59.0294342041016
4098590,-64.2156753540039
4104160,-57.7774276733398
4109730,-55.7426567077637
4115300,-55.4073905944824
4120870,-55.5105934143066
4126440,-56.4705429077148
4132010,-58.1760559082031
4137580,-59.4127502441406
4143150,-59.3168792724609
4148720,-55.1323699951172
4154290,-54.9276313781738
4159860,-55.3502883911133
4165430,-57.7865333557129
4171000,-58.0684471130371
4176570,-57.9958305358887
4182140,-54.5148468017578
4187710,-52.8064422607422
4193280,-51.3639183044434
4198850,-50.5223541259766
4204420,-50.419361114502
4209990,-50.5651397705078
4215560,-51.5186805725098
4221130,-52.9938850402832
4226700,-54.2918167114258
4232270,-55.100715637207
4237840,-56.0891990661621
4243410,-58.8821411132813
4248980,-61.4169578552246
4254550,-61.2749900817871
4260120,-56.1246566772461
4265690,-54.9735336303711
4271260,-54.2865409851074
4276830,-53.9734878540039
4282400,-53.9714088439941
4287970,-54.1932258605957
4293540,-54.8799476623535
4299110,-55.590763092041
4304680,-55.6438407897949
4310250,-55.6137199401855
4315820,-55.7795066833496
4321390,-57.1068000793457
4326960,-61.1038551330566
4332530,-67.6019744873047
4338100,-61.0932769775391
4343670,-57.6018714904785
4349240,-55.506763458252
4354810,-54.9642181396484
4360380,-55.0024223327637
4365950,-56.221565246582
4371520,-59.3477935791016
4377090,-64.6749801635742
4382660,-70.1133346557617
4388230,-71.2733535766602
4393800,-67.390022277832
4399370,-65.3165893554688
4404940,-64.337028503418
4410510,-65.5903015136719
4416080,-64.3393859863281
4421650,-70.4338455200195
4427220,-63.7026405334473
4432790,-60.3051490783691
4438360,-58.120475769043
4443930,-56.5585327148438
4449500,-55.117862701416
4455070,-53.7557029724121
4460640,-52.733283996582
4466210,-52.3172721862793
4471780,-52.3179626464844
4477350,-52.6894874572754
4482920,-53.8143577575684
4488490,-55.0807151794434
4494060,-54.9896278381348
4499630,-54.9739456176758
4505200,-54.8478584289551
4510770,-56.0994071960449
4516340,-58.8467674255371
4521910,-62.2876052856445
4527480,-63.5150260925293
4533050,-63.4751892089844
4538620,-61.4007453918457
4544190,-61.1299896240234
4549760,-61.1499862670898
4555330,-61.726634979248
4560900,-63.1468124389648
4566470,-65.1523971557617
4572040,-66.088981628418
4577610,-66.0366363525391
4583180,-62.2190742492676
4588750,-60.8924598693848
4594320,-60.7607879638672
4599890,-61.1126823425293
4605460,-62.6066474914551
4611030,-62.5752372741699
4616600,-59.807186126709
4622170,-59.541748046875
4627740,-59.6308212280273
4633310,-60.9016151428223
4638880,-64.5047607421875
4644450,-69.248420715332
4650020,-65.1905212402344
4655590,-63.2846069335938
4661160,-62.0060882568359
4666730,-61.4218292236328
4672300,-61.4237594604492
4677870,-62.301872253418
4683440,-66.5098114013672
4689010,-71.158561706543
4694580,-63.0772743225098
4700150,-60.6729469299316
4705720,-60.4625854492188
4711290,-61.3250999450684
4716860,-65.5905227661133
4722430,-65.4112319946289
4728000,-58.7246551513672
4733570,-57.8744087219238
4739140,-57.877799987793
4744710,-58.5886650085449
4750280,-59.653263092041
4755850,-59.6286430358887
4761420,-58.6213150024414
4766990,-58.763053894043
4772560,-61.0800971984863
4778130,-66.1524353027344
4783700,-62.6525573730469
4789270,-63.0158386230469
4794840,-62.3715324401855
4800410,-67.3443222045898
4805980,-62.8243980407715
4811550,-62.0043678283691
4817120,-62.3030853271484
4822690,-69.3298721313477
4828260,-62.3337326049805
4833830,-59.3748970031738
4839400,-58.1971969604492
4844970,-57.7604064941406
4850540,-57.19921875
4856110,-56.6776695251465
4861680,-56.5930442810059
4867250,-56.682559967041
4872820,-57.2758560180664
4878390,-57.9437866210938
4883960,-57.9174385070801
4889530,-57.7091636657715
4895100,-57.4262428283691
4900670,-57.4053192138672
4906240,-55.8380317687988
4911810,-55.4719047546387
4917380,-55.461841583252
4922950,-55.4541053771973
4928520,-55.4354782104492
4934090,-55.543571472168
4939660,-56.5573883056641
4945230,-59.3500137329102
4950800,-63.6073532104492
4956370,-65.4895629882813
4961940,-64.9165725708008
4967510,-64.8870162963867
4973080,-63.4214935302734
4978650,-62.8072738647461
4984220,-62.3594245910645
4989790,-62.2186660766602
4995360,-62.2302780151367
5000930,-62.6197509765625
5006500,-63.5729942321777
5012070,-64.5542144775391
5017640,-65.0681838989258
5023210,-65.1941986083984
5028780,-63.0982437133789
5034350,-62.3915901184082
5039920,-62.383861541748
5045490,-62.7835121154785
5051060,-63.5936508178711
5056630,-63.7934837341309
5062200,-63.8036117553711
5067770,-64.3820495605469
5073340,-66.7167510986328
5078910,-70.8598022460938
5084480,-66.6187896728516
5090050,-63.6660079956055
5095620,-61.509334564209
5101190,-60.2498397827148
5106760,-59.935718536377
5112330,-59.9644470214844
5117900,-60.7589645385742
5123470,-62.8518218994141
5129040,-65.6233901977539
5134610,-66.3230361938477
5140180,-65.7748641967773
5145750,-64.5720748901367
5151320,-62.0289459228516
5156890,-60.1443176269531
5162460,-59.823917388916
5168030,-60.0485038757324
5173600,-62.3286743164063
5179170,-68.6539306640625
5184740,-71.8872451782227
5190310,-71.7743911743164
5195880,-69.7754364013672
5201450,-69.2917327880859
5207020,-67.1846923828125
5212590,-65.0279006958008
5218160,-63.5381469726563
5223730,-62.794750213623
5229300,-62.6507606506348
5234870,-62.666145324707
5240440,-62.9248657226563
5246010,-63.325080871582
5251580,-62.6858329772949
5257150,-61.8475494384766
5262720,-61.6607666015625
5268290,-61.7942924499512
5273860,-63.4640579223633
5279430,-68.7575302124023
5285000,-68.7884140014648
